comp_gecodb	comp_lemma	comp_freq	n1_lemma	n1_freq	n1_prod	n1_mass_freq	n2_lemma	n2_freq
modell_linie	Modelllinie	119	modell	954770	235	153921	linie	1057756
modell_betrachtung	Modellbetrachtung	24	modell	954770	235	153921	betrachtung	111897
modell_erweiterung	Modellerweiterung	35	modell	954770	235	153921	erweiterung	316630
modell_aufnahme	Modellaufnahme	39	modell	954770	235	153921	aufnahme	565137
modell_variation	Modellvariation	35	modell	954770	235	153921	variation	72001
modell_tier	Modelltier	124	modell	954770	235	153921	tier	2022253
modell_zeichnung	Modellzeichnung	188	modell	954770	235	153921	zeichnung	236168
modell_satz	Modellsatz	56	modell	954770	235	153921	satz	1265347
modell_gebäude	Modellgebäude	52	modell	954770	235	153921	gebäude	1824660
modell_vorlage	Modellvorlage	66	modell	954770	235	153921	vorlage	358987
modell_verfahren	Modellverfahren	119	modell	954770	235	153921	verfahren	1138896
modell_seite	Modellseite	21	modell	954770	235	153921	seite	5630195
modell_tischler	Modelltischler	201	modell	954770	235	153921	tischler	42494
modell_arbeit	Modellarbeit	77	modell	954770	235	153921	arbeit	4380930
modell_qualität	Modellqualität	23	modell	954770	235	153921	qualität	940698
modell_fläche	Modellfläche	99	modell	954770	235	153921	fläche	994291
modell_ballon	Modellballon	207	modell	954770	235	153921	ballon	57596
modell_karriere	Modellkarriere	73	modell	954770	235	153921	karriere	781714
modell_truck	Modelltruck	163	modell	954770	235	153921	truck	43180
modell_start	Modellstart	113	modell	954770	235	153921	start	1492612
modell_code	Modellcode	22	modell	954770	235	153921	code	85072
modell_rechner	Modellrechner	43	modell	954770	235	153921	rechner	145049
modell_preis	Modellpreis	24	modell	954770	235	153921	preis	2708828
modell_erprobung	Modellerprobung	24	modell	954770	235	153921	erprobung	17005
modell_strecke	Modellstrecke	91	modell	954770	235	153921	strecke	1146877
modell_körper	Modellkörper	45	modell	954770	235	153921	körper	794071
modell_gestaltung	Modellgestaltung	38	modell	954770	235	153921	gestaltung	365622
modell_land	Modellland	134	modell	954770	235	153921	land	8929250
modell_spektrum	Modellspektrum	31	modell	954770	235	153921	spektrum	155033
modell_platte	Modellplatte	119	modell	954770	235	153921	platte	264291
modell_ort	Modellort	132	modell	954770	235	153921	ort	3240089
modell_firma	Modellfirma	41	modell	954770	235	153921	firma	2925009
modell_planung	Modellplanung	171	modell	954770	235	153921	planung	863387
modell_ansicht	Modellansicht	46	modell	954770	235	153921	ansicht	763131
modell_station	Modellstation	53	modell	954770	235	153921	station	672700
modell_skizze	Modellskizze	53	modell	954770	235	153921	skizze	53708
modell_strategie	Modellstrategie	170	modell	954770	235	153921	strategie	507189
modell_wagen	Modellwagen	68	modell	954770	235	153921	wagen	837654
modell_meister	Modellmeister	98	modell	954770	235	153921	meister	857858
modell_bogen	Modellbogen	49	modell	954770	235	153921	bogen	197226
modell_wirkung	Modellwirkung	27	modell	954770	235	153921	wirkung	593084
modell_überlegung	Modellüberlegung	35	modell	954770	235	153921	überlegung	303560
modell_präsentation	Modellpräsentation	84	modell	954770	235	153921	präsentation	295748
modell_häuschen	Modellhäuschen	103	modell	954770	235	153921	häuschen	87198
modell_buch	Modellbuch	50	modell	954770	235	153921	buch	2731652
modell_macher	Modellmacher	37	modell	954770	235	153921	macher	141882
modell_person	Modellperson	35	modell	954770	235	153921	person	2324781
modell_klinik	Modellklinik	91	modell	954770	235	153921	klinik	724764
modell_initiative	Modellinitiative	22	modell	954770	235	153921	initiative	974169
modell_garten	Modellgarten	134	modell	954770	235	153921	garten	994608
modell_format	Modellformat	114	modell	954770	235	153921	format	185446
modell_bus	Modellbus	53	modell	954770	235	153921	bus	991392
modell_universität	Modelluniversität	98	modell	954770	235	153921	universität	1119139
modell_panzer	Modellpanzer	66	modell	954770	235	153921	panzer	108443
modell_schätzung	Modellschätzung	40	modell	954770	235	153921	schätzung	270190
modell_szenarium	Modellszenarium	35	modell	954770	235	153921	szenarium	66593
modell_puppe	Modellpuppe	111	modell	954770	235	153921	puppe	130526
modell_hierarchie	Modellhierarchie	32	modell	954770	235	153921	hierarchie	54729
modell_quartier	Modellquartier	190	modell	954770	235	153921	quartier	159115
modell_diskussion	Modelldiskussion	39	modell	954770	235	153921	diskussion	1368066
modell_sitz	Modellsitz	137	modell	954770	235	153921	sitz	588548
modell_sammler	Modellsammler	26	modell	954770	235	153921	sammler	153885
modell_kopf	Modellkopf	108	modell	954770	235	153921	kopf	1846720
modell_katalog	Modellkatalog	20	modell	954770	235	153921	katalog	174318
modell_ausbildung	Modellausbildung	46	modell	954770	235	153921	ausbildung	1159809
modell_markt	Modellmarkt	25	modell	954770	235	153921	markt	2649376
modell_abteilung	Modellabteilung	37	modell	954770	235	153921	abteilung	461021
modell_börse	Modellbörse	137	modell	954770	235	153921	börse	752378
modell_schreinerei	Modellschreinerei	57	modell	954770	235	153921	schreinerei	16276
modell_anlauf	Modellanlauf	225	modell	954770	235	153921	anlauf	199835
modell_stück	Modellstück	43	modell	954770	235	153921	stück	2330343
modell_stunde	Modellstunde	25	modell	954770	235	153921	stunde	1450347
modell_tag	Modelltag	58	modell	954770	235	153921	tag	11101971
modell_bruder	Modellbruder	77	modell	954770	235	153921	bruder	932838
modell_umstellung	Modellumstellung	77	modell	954770	235	153921	umstellung	194417
modell_kreis	Modellkreis	82	modell	954770	235	153921	kreis	2731589
modell_idee	Modellidee	43	modell	954770	235	153921	idee	2322882
modell_tischlerei	Modelltischlerei	58	modell	954770	235	153921	tischlerei	21982
modell_konzert	Modellkonzert	33	modell	954770	235	153921	konzert	1857765
modell_jet	Modelljet	31	modell	954770	235	153921	jet	67113
modell_flut	Modellflut	97	modell	954770	235	153921	flut	162406
modell_architektur	Modellarchitektur	52	modell	954770	235	153921	architektur	224784
modell_schreiner	Modellschreiner	130	modell	954770	235	153921	schreiner	75308
modell_flotte	Modellflotte	69	modell	954770	235	153921	flotte	78029
modell_studium	Modellstudium	22	modell	954770	235	153921	studium	571107
modell_straße	Modellstraße	28	modell	954770	235	153921	straße	5466398
modell_bastler	Modellbastler	41	modell	954770	235	153921	bastler	15252
modell_vorführung	Modellvorführung	66	modell	954770	235	153921	vorführung	129436
modell_traktor	Modelltraktor	34	modell	954770	235	153921	traktor	183782
modell_bewertung	Modellbewertung	24	modell	954770	235	153921	bewertung	330565
modell_spiel	Modellspiel	20	modell	954770	235	153921	spiel	5073662
modell_schiffchen	Modellschiffchen	32	modell	954770	235	153921	schiffchen	5159
modell_kanone	Modellkanone	219	modell	954770	235	153921	kanone	33405
modell_inszenierung	Modellinszenierung	60	modell	954770	235	153921	inszenierung	333039
modell_sanierung	Modellsanierung	36	modell	954770	235	153921	sanierung	941866
modell_gesellschaft	Modellgesellschaft	29	modell	954770	235	153921	gesellschaft	1975885
modell_photo	Modellphoto	27	modell	954770	235	153921	photo	144542
modell_zentrum	Modellzentrum	49	modell	954770	235	153921	zentrum	912483
modell_kollektion	Modellkollektion	33	modell	954770	235	153921	kollektion	85422
modell_erneuerung	Modellerneuerung	159	modell	954770	235	153921	erneuerung	190244
modell_schlosser	Modellschlosser	22	modell	954770	235	153921	schlosser	53653
modell_küche	Modellküche	42	modell	954770	235	153921	küche	606714
modell_behörde	Modellbehörde	22	modell	954770	235	153921	behörde	1429196
modell_sitzung	Modellsitzung	31	modell	954770	235	153921	sitzung	1439746
modell_lager	Modelllager	63	modell	954770	235	153921	lager	488355
modell_oper	Modelloper	29	modell	954770	235	153921	oper	449480
modell_arbeiter	Modellarbeiter	51	modell	954770	235	153921	arbeiter	349788
modell_anstalt	Modellanstalt	29	modell	954770	235	153921	anstalt	101773
modell_saal	Modellsaal	30	modell	954770	235	153921	saal	774198
modell_kirche	Modellkirche	38	modell	954770	235	153921	kirche	2553981
modell_konferenz	Modellkonferenz	22	modell	954770	235	153921	konferenz	235858
modell_rentner	Modellrentner	32	modell	954770	235	153921	rentner	376733
modell_paar	Modellpaar	25	modell	954770	235	153921	paar	628289
modell_fahrer	Modellfahrer	21	modell	954770	235	153921	fahrer	1151148
modell_auffrischung	Modellauffrischung	35	modell	954770	235	153921	auffrischung	12124
modell_finanzierung	Modellfinanzierung	29	modell	954770	235	153921	finanzierung	585669
modell_konto	Modellkonto	31	modell	954770	235	153921	konto	396887
modell_entscheidung	Modellentscheidung	54	modell	954770	235	153921	entscheidung	2835699
modell_team	Modellteam	230	modell	954770	235	153921	team	3704600
modell_demokratie	Modelldemokratie	47	modell	954770	235	153921	demokratie	688073
modell_stratege	Modellstratege	22	modell	954770	235	153921	stratege	46955
modell_kuh	Modellkuh	33	modell	954770	235	153921	kuh	208445
modell_kasten	Modellkasten	36	modell	954770	235	153921	kasten	42027
modell_schiffer	Modellschiffer	22	modell	954770	235	153921	schiffer	39768
modell_prostitution	Modellprostitution	62	modell	954770	235	153921	prostitution	47777
modell_institut	Modellinstitut	38	modell	954770	235	153921	institut	1066729
anlage_form	Anlageform	18828	anlage	1195984	287	196092	form	1609109
anlage_vermögen	Anlagevermögen	8182	anlage	1195984	287	196092	vermögen	303807
anlage_strategie	Anlagestrategie	14650	anlage	1195984	287	196092	strategie	507189
anlage_+n_technik	Anlagentechnik	4177	anlage	1195984	287	196092	technik	1027504
anlage_klasse	Anlageklasse	18272	anlage	1195984	287	196092	klasse	1701541
anlage_berater	Anlageberater	8331	anlage	1195984	287	196092	berater	336862
anlage_+n_teil	Anlagenteil	2584	anlage	1195984	287	196092	teil	4304832
anlage_möglichkeit	Anlagemöglichkeit	7710	anlage	1195984	287	196092	möglichkeit	2735995
anlage_beratung	Anlageberatung	4908	anlage	1195984	287	196092	beratung	847488
anlage_entscheidung	Anlageentscheidung	8037	anlage	1195984	287	196092	entscheidung	2835699
anlage_betrag	Anlagebetrag	2274	anlage	1195984	287	196092	betrag	417429
anlage_summe	Anlagesumme	3201	anlage	1195984	287	196092	summe	548184
anlage_münze	Anlagemünze	467	anlage	1195984	287	196092	münze	134660
anlage_ziel	Anlageziel	2882	anlage	1195984	287	196092	ziel	3512621
anlage_gut	Anlagegut	868	anlage	1195984	287	196092	gut	425955
anlage_+n_mechaniker	Anlagenmechaniker	6273	anlage	1195984	287	196092	mechaniker	31590
anlage_objekt	Anlageobjekt	2482	anlage	1195984	287	196092	objekt	493449
anlage_+n_größe	Anlagengröße	516	anlage	1195984	287	196092	größe	642220
anlage_horizont	Anlagehorizont	4511	anlage	1195984	287	196092	horizont	129704
anlage_+n_betrieb	Anlagenbetrieb	544	anlage	1195984	287	196092	betrieb	1878468
anlage_dauer	Anlagedauer	1059	anlage	1195984	287	196092	dauer	456373
anlage_+n_sicherheit	Anlagensicherheit	574	anlage	1195984	287	196092	sicherheit	1460545
anlage_+n_hersteller	Anlagenhersteller	1168	anlage	1195984	287	196092	hersteller	646302
anlage_politik	Anlagepolitik	3190	anlage	1195984	287	196092	politik	2320757
anlage_+n_komponente	Anlagenkomponente	236	anlage	1195984	287	196092	komponente	123539
anlage_+n_konzept	Anlagenkonzept	249	anlage	1195984	287	196092	konzept	1335045
anlage_+n_planung	Anlagenplanung	210	anlage	1195984	287	196092	planung	863387
anlage_empfehlung	Anlageempfehlung	3049	anlage	1195984	287	196092	empfehlung	324258
anlage_kapital	Anlagekapital	2252	anlage	1195984	287	196092	kapital	296589
anlage_vermittler	Anlagevermittler	500	anlage	1195984	287	196092	vermittler	83484
anlage_erfolg	Anlageerfolg	2153	anlage	1195984	287	196092	erfolg	2980098
anlage_geschäft	Anlagegeschäft	1702	anlage	1195984	287	196092	geschäft	1891578
anlage_instrument	Anlageinstrument	1721	anlage	1195984	287	196092	instrument	608126
anlage_konzept	Anlagekonzept	1144	anlage	1195984	287	196092	konzept	1335045
anlage_verhalten	Anlageverhalten	2045	anlage	1195984	287	196092	verhalten	554269
anlage_teil	Anlageteil	240	anlage	1195984	287	196092	teil	4304832
anlage_+n_steuerung	Anlagensteuerung	237	anlage	1195984	287	196092	steuerung	69205
anlage_konto	Anlagekonto	356	anlage	1195984	287	196092	konto	396887
anlage_+n_verfügbarkeit	Anlagenverfügbarkeit	127	anlage	1195984	287	196092	verfügbarkeit	41879
anlage_+n_führer	Anlagenführer	2113	anlage	1195984	287	196092	führer	183956
anlage_modell	Anlagemodell	775	anlage	1195984	287	196092	modell	954770
anlage_alternative	Anlagealternative	2348	anlage	1195984	287	196092	alternative	765452
anlage_gesellschaft	Anlagegesellschaft	2194	anlage	1195984	287	196092	gesellschaft	1975885
anlage_wert	Anlagewert	411	anlage	1195984	287	196092	wert	1823690
anlage_+n_leistung	Anlagenleistung	269	anlage	1195984	287	196092	leistung	1891803
anlage_bereich	Anlagebereich	346	anlage	1195984	287	196092	bereich	3022379
anlage_betrug	Anlagebetrug	2380	anlage	1195984	287	196092	betrug	196382
anlage_geld	Anlagegeld	1765	anlage	1195984	287	196092	geld	4821274
anlage_art	Anlageart	453	anlage	1195984	287	196092	art	2477614
anlage_markt	Anlagemarkt	923	anlage	1195984	287	196092	markt	2649376
anlage_+n_überwachung	Anlagenüberwachung	89	anlage	1195984	287	196092	überwachung	130474
anlage_gold	Anlagegold	155	anlage	1195984	287	196092	gold	553323
anlage_universum	Anlageuniversum	1626	anlage	1195984	287	196092	universum	90114
anlage_+n_besitzer	Anlagenbesitzer	227	anlage	1195984	287	196092	besitzer	512454
anlage_träger	Anlageträger	28	anlage	1195984	287	196092	träger	407901
anlage_+n_konfiguration	Anlagenkonfiguration	53	anlage	1195984	287	196092	konfiguration	9221
anlage_+n_zustand	Anlagenzustand	99	anlage	1195984	287	196092	zustand	794467
anlage_+n_datum	Anlagendatum	51	anlage	1195984	287	196092	datum	1134892
anlage_+n_bereich	Anlagenbereich	214	anlage	1195984	287	196092	bereich	3022379
anlage_kategorie	Anlagekategorie	689	anlage	1195984	287	196092	kategorie	381856
anlage_fläche	Anlagefläche	34	anlage	1195984	287	196092	fläche	994291
anlage_immobilie	Anlageimmobilie	187	anlage	1195984	287	196092	immobilie	424379
anlage_stiftung	Anlagestiftung	124	anlage	1195984	287	196092	stiftung	872995
anlage_ergebnis	Anlageergebnis	1129	anlage	1195984	287	196092	ergebnis	3082773
anlage_investition	Anlageinvestition	1713	anlage	1195984	287	196092	investition	908352
anlage_+n_preis	Anlagenpreis	225	anlage	1195984	287	196092	preis	2708828
anlage_vorschlag	Anlagevorschlag	559	anlage	1195984	287	196092	vorschlag	1203827
anlage_zweck	Anlagezweck	217	anlage	1195984	287	196092	zweck	545660
anlage_technik	Anlagetechnik	340	anlage	1195984	287	196092	technik	1027504
anlage_ausschuss	Anlageausschuss	484	anlage	1195984	287	196092	ausschuss	765369
anlage_+n_bestand	Anlagenbestand	207	anlage	1195984	287	196092	bestand	377744
anlage_vermittlung	Anlagevermittlung	93	anlage	1195984	287	196092	vermittlung	153894
anlage_+n_art	Anlagenart	61	anlage	1195984	287	196092	art	2477614
anlage_zins	Anlagezins	322	anlage	1195984	287	196092	zins	487183
anlage_+n_ring	Anlagenring	192	anlage	1195984	287	196092	ring	505160
anlage_+n_fahrer	Anlagenfahrer	1129	anlage	1195984	287	196092	fahrer	1151148
anlage_+n_verwaltung	Anlagenverwaltung	36	anlage	1195984	287	196092	verwaltung	1174574
anlage_stil	Anlagestil	828	anlage	1195984	287	196092	stil	485456
anlage_+n_planer	Anlagenplaner	103	anlage	1195984	287	196092	planer	152774
anlage_+n_höhe	Anlagenhöhe	317	anlage	1195984	287	196092	höhe	2197057
anlage_gegenstand	Anlagegegenstand	91	anlage	1195984	287	196092	gegenstand	354158
anlage_idee	Anlageidee	571	anlage	1195984	287	196092	idee	2322882
anlage_+n_kapazität	Anlagenkapazität	130	anlage	1195984	287	196092	kapazität	255941
anlage_vorschrift	Anlagevorschrift	465	anlage	1195984	287	196092	vorschrift	256684
anlage_region	Anlageregion	783	anlage	1195984	287	196092	region	3277424
anlage_+n_optimierung	Anlagenoptimierung	57	anlage	1195984	287	196092	optimierung	45151
anlage_zeit	Anlagezeit	153	anlage	1195984	287	196092	zeit	10557899
anlage_variante	Anlagevariante	165	anlage	1195984	287	196092	variante	478574
anlage_philosophie	Anlagephilosophie	389	anlage	1195984	287	196092	philosophie	171392
anlage_+n_erweiterung	Anlagenerweiterung	82	anlage	1195984	287	196092	erweiterung	316630
anlage_+n_genehmigung	Anlagengenehmigung	88	anlage	1195984	287	196092	genehmigung	331543
anlage_thema	Anlagethema	957	anlage	1195984	287	196092	thema	5161685
anlage_+n_form	Anlagenform	117	anlage	1195984	287	196092	form	1609109
anlage_+n_verordnung	Anlagenverordnung	48	anlage	1195984	287	196092	verordnung	175943
anlage_+n_dokumentation	Anlagendokumentation	21	anlage	1195984	287	196092	dokumentation	190356
anlage_+n_konzeption	Anlagenkonzeption	47	anlage	1195984	287	196092	konzeption	81115
anlage_option	Anlageoption	255	anlage	1195984	287	196092	option	338551
anlage_+n_technologie	Anlagentechnologie	81	anlage	1195984	287	196092	technologie	334121
anlage_jahr	Anlagejahr	296	anlage	1195984	287	196092	jahr	43845868
anlage_angebot	Anlageangebot	242	anlage	1195984	287	196092	angebot	2750423
anlage_+n_fläche	Anlagenfläche	68	anlage	1195984	287	196092	fläche	994291
anlage_+n_park	Anlagenpark	206	anlage	1195984	287	196092	park	682362
anlage_+n_ausfall	Anlagenausfall	40	anlage	1195984	287	196092	ausfall	283997
anlage_stratege	Anlagestratege	3489	anlage	1195984	287	196092	stratege	46955
anlage_+n_prüfung	Anlagenprüfung	56	anlage	1195984	287	196092	prüfung	607302
anlage_+n_aufbau	Anlagenaufbau	22	anlage	1195984	287	196092	aufbau	503501
anlage_spektrum	Anlagespektrum	470	anlage	1195984	287	196092	spektrum	155033
anlage_stelle	Anlagestelle	143	anlage	1195984	287	196092	stelle	1639478
anlage_+n_bediener	Anlagenbediener	189	anlage	1195984	287	196092	bediener	2042
anlage_+n_geschäft	Anlagengeschäft	489	anlage	1195984	287	196092	geschäft	1891578
anlage_grenze	Anlagegrenze	299	anlage	1195984	287	196092	grenze	1616592
anlage_+n_begriff	Anlagenbegriff	32	anlage	1195984	287	196092	begriff	605580
anlage_+n_berater	Anlagenberater	147	anlage	1195984	287	196092	berater	336862
anlage_sicherheit	Anlagesicherheit	103	anlage	1195984	287	196092	sicherheit	1460545
anlage_mittel	Anlagemittel	278	anlage	1195984	287	196092	mittel	1037124
anlage_+n_effizienz	Anlageneffizienz	46	anlage	1195984	287	196092	effizienz	88890
anlage_+n_gestaltung	Anlagengestaltung	34	anlage	1195984	287	196092	gestaltung	365622
anlage_+n_auslastung	Anlagenauslastung	87	anlage	1195984	287	196092	auslastung	99844
anlage_+n_wert	Anlagenwert	93	anlage	1195984	287	196092	wert	1823690
anlage_+n_zahl	Anlagenzahl	142	anlage	1195984	287	196092	zahl	3730474
anlage_ertrag	Anlageertrag	445	anlage	1195984	287	196092	ertrag	238568
anlage_buch	Anlagebuch	113	anlage	1195984	287	196092	buch	2731652
anlage_wunsch	Anlagewunsch	143	anlage	1195984	287	196092	wunsch	1257260
anlage_chef	Anlagechef	317	anlage	1195984	287	196092	chef	1560774
anlage_+n_gruppe	Anlagengruppe	45	anlage	1195984	287	196092	gruppe	2849144
anlage_institut	Anlageinstitut	84	anlage	1195984	287	196092	institut	1066729
anlage_vertrag	Anlagevertrag	102	anlage	1195984	287	196092	vertrag	1380224
anlage_+n_klasse	Anlagenklasse	55	anlage	1195984	287	196092	klasse	1701541
anlage_+n_seite	Anlagenseite	44	anlage	1195984	287	196092	seite	5630195
anlage_recht	Anlagerecht	84	anlage	1195984	287	196092	recht	1451399
anlage_profil	Anlageprofil	137	anlage	1195984	287	196092	profil	204920
anlage_+n_gelände	Anlagengelände	86	anlage	1195984	287	196092	gelände	900481
anlage_währung	Anlagewährung	435	anlage	1195984	287	196092	währung	193765
anlage_verlust	Anlageverlust	230	anlage	1195984	287	196092	verlust	901341
anlage_firma	Anlagefirma	1128	anlage	1195984	287	196092	firma	2925009
anlage_+n_nutzung	Anlagennutzung	44	anlage	1195984	287	196092	nutzung	576938
anlage_land	Anlageland	195	anlage	1195984	287	196092	land	8929250
anlage_bedingung	Anlagebedingung	239	anlage	1195984	287	196092	bedingung	777683
anlage_gruppe	Anlagegruppe	292	anlage	1195984	287	196092	gruppe	2849144
anlage_+n_beratung	Anlagenberatung	93	anlage	1195984	287	196092	beratung	847488
anlage_mentalität	Anlagementalität	112	anlage	1195984	287	196092	mentalität	67474
anlage_+n_wartung	Anlagenwartung	62	anlage	1195984	287	196092	wartung	66541
anlage_+n_modernisierung	Anlagenmodernisierung	30	anlage	1195984	287	196092	modernisierung	180724
anlage_höhe	Anlagehöhe	44	anlage	1195984	287	196092	höhe	2197057
anlage_plan	Anlageplan	112	anlage	1195984	287	196092	plan	1908672
anlage_papier	Anlagepapier	205	anlage	1195984	287	196092	papier	918844
anlage_tätigkeit	Anlagetätigkeit	65	anlage	1195984	287	196092	tätigkeit	495397
anlage_+n_komplex	Anlagenkomplex	94	anlage	1195984	287	196092	komplex	75237
anlage_+n_investition	Anlageninvestition	93	anlage	1195984	287	196092	investition	908352
anlage_+n_schutz	Anlagenschutz	43	anlage	1195984	287	196092	schutz	817033
anlage_erfahrung	Anlageerfahrung	68	anlage	1195984	287	196092	erfahrung	1716922
anlage_+n_modell	Anlagenmodell	24	anlage	1195984	287	196092	modell	954770
anlage_+n_pflege	Anlagenpflege	142	anlage	1195984	287	196092	pflege	458385
anlage_+n_installation	Anlageninstallation	24	anlage	1195984	287	196092	installation	163956
anlage_spiegel	Anlagespiegel	22	anlage	1195984	287	196092	spiegel	1055201
anlage_bedürfnis	Anlagebedürfnis	121	anlage	1195984	287	196092	bedürfnis	312508
anlage_+n_entwicklung	Anlagenentwicklung	35	anlage	1195984	287	196092	entwicklung	2347495
anlage_+n_automatisierung	Anlagenautomatisierung	27	anlage	1195984	287	196092	automatisierung	23391
anlage_+n_verkauf	Anlagenverkauf	69	anlage	1195984	287	196092	verkauf	967700
anlage_+n_verbund	Anlagenverbund	26	anlage	1195984	287	196092	verbund	95818
anlage_+n_techniker	Anlagentechniker	241	anlage	1195984	287	196092	techniker	132126
anlage_+n_kombination	Anlagenkombination	28	anlage	1195984	287	196092	kombination	323405
anlage_metall	Anlagemetall	27	anlage	1195984	287	196092	metall	305764
anlage_komponente	Anlagekomponente	31	anlage	1195984	287	196092	komponente	123539
anlage_gespräch	Anlagegespräch	163	anlage	1195984	287	196092	gespräch	2888251
anlage_verwaltung	Anlageverwaltung	93	anlage	1195984	287	196092	verwaltung	1174574
anlage_bedarf	Anlagebedarf	431	anlage	1195984	287	196092	bedarf	593132
anlage_+n_generation	Anlagengeneration	67	anlage	1195984	287	196092	generation	959451
anlage_frage	Anlagefrage	67	anlage	1195984	287	196092	frage	5961439
anlage_+n_errichtung	Anlagenerrichtung	26	anlage	1195984	287	196092	errichtung	146202
anlage_feld	Anlagefeld	68	anlage	1195984	287	196092	feld	885968
anlage_planung	Anlageplanung	60	anlage	1195984	287	196092	planung	863387
anlage_mechaniker	Anlagemechaniker	248	anlage	1195984	287	196092	mechaniker	31590
anlage_+n_vermittler	Anlagenvermittler	36	anlage	1195984	287	196092	vermittler	83484
anlage_+n_qualität	Anlagenqualität	27	anlage	1195984	287	196092	qualität	940698
anlage_+n_wirtschaft	Anlagenwirtschaft	26	anlage	1195984	287	196092	wirtschaft	1763302
anlage_hafen	Anlagehafen	540	anlage	1195984	287	196092	hafen	467824
anlage_bestand	Anlagebestand	255	anlage	1195984	287	196092	bestand	377744
anlage_verordnung	Anlageverordnung	377	anlage	1195984	287	196092	verordnung	175943
anlage_urteil	Anlageurteil	2141	anlage	1195984	287	196092	urteil	1111819
anlage_+n_kauf	Anlagenkauf	29	anlage	1195984	287	196092	kauf	664360
anlage_präferenz	Anlagepräferenz	108	anlage	1195984	287	196092	präferenz	21164
anlage_+n_kontrolle	Anlagenkontrolle	22	anlage	1195984	287	196092	kontrolle	949381
anlage_platz	Anlageplatz	70	anlage	1195984	287	196092	platz	6219854
anlage_seite	Anlageseite	162	anlage	1195984	287	196092	seite	5630195
anlage_qualität	Anlagequalität	78	anlage	1195984	287	196092	qualität	940698
anlage_frist	Anlagefrist	65	anlage	1195984	287	196092	frist	233867
anlage_situation	Anlagesituation	48	anlage	1195984	287	196092	situation	2063574
anlage_gewinn	Anlagegewinn	135	anlage	1195984	287	196092	gewinn	1092438
anlage_+n_eigentümer	Anlageneigentümer	26	anlage	1195984	287	196092	eigentümer	532181
anlage_+n_besichtigung	Anlagenbesichtigung	33	anlage	1195984	287	196092	besichtigung	156383
anlage_+n_führung	Anlagenführung	36	anlage	1195984	287	196092	führung	1768709
anlage_fehler	Anlagefehler	74	anlage	1195984	287	196092	fehler	1110672
anlage_+n_betreuung	Anlagenbetreuung	30	anlage	1195984	287	196092	betreuung	433805
anlage_kommentar	Anlagekommentar	26	anlage	1195984	287	196092	kommentar	633250
anlage_+n_mechanik	Anlagenmechanik	94	anlage	1195984	287	196092	mechanik	20816
anlage_unternehmen	Anlageunternehmen	95	anlage	1195984	287	196092	unternehmen	5400908
anlage_medium	Anlagemedium	153	anlage	1195984	287	196092	medium	1138994
anlage_+n_strategie	Anlagenstrategie	22	anlage	1195984	287	196092	strategie	507189
anlage_resultat	Anlageresultat	96	anlage	1195984	287	196092	resultat	227480
anlage_+n_personal	Anlagenpersonal	34	anlage	1195984	287	196092	personal	640323
anlage_preis	Anlagepreis	23	anlage	1195984	287	196092	preis	2708828
anlage_+n_vermögen	Anlagenvermögen	79	anlage	1195984	287	196092	vermögen	303807
anlage_+n_markt	Anlagenmarkt	23	anlage	1195984	287	196092	markt	2649376
anlage_+n_erneuerung	Anlagenerneuerung	30	anlage	1195984	287	196092	erneuerung	190244
anlage_beschränkung	Anlagebeschränkung	129	anlage	1195984	287	196092	beschränkung	102410
anlage_welt	Anlagewelt	241	anlage	1195984	287	196092	welt	4916103
anlage_regel	Anlageregel	188	anlage	1195984	287	196092	regel	1401951
anlage_+n_wart	Anlagenwart	124	anlage	1195984	287	196092	wart	1710
anlage_+n_elektriker	Anlagenelektriker	22	anlage	1195984	287	196092	elektriker	35703
anlage_streuung	Anlagestreuung	50	anlage	1195984	287	196092	streuung	11014
anlage_gebiet	Anlagegebiet	43	anlage	1195984	287	196092	gebiet	959520
anlage_+n_zugang	Anlagenzugang	23	anlage	1195984	287	196092	zugang	572937
anlage_+n_sicherung	Anlagensicherung	24	anlage	1195984	287	196092	sicherung	193762
anlage_konzeption	Anlagekonzeption	28	anlage	1195984	287	196092	konzeption	81115
anlage_freiheit	Anlagefreiheit	125	anlage	1195984	287	196092	freiheit	780583
anlage_+n_sanierung	Anlagensanierung	22	anlage	1195984	287	196092	sanierung	941866
anlage_verfahren	Anlageverfahren	21	anlage	1195984	287	196092	verfahren	1138896
anlage_restriktion	Anlagerestriktion	101	anlage	1195984	287	196092	restriktion	19699
anlage_paket	Anlagepaket	23	anlage	1195984	287	196092	paket	264211
anlage_kompetenz	Anlagekompetenz	29	anlage	1195984	287	196092	kompetenz	301134
anlage_verwalter	Anlageverwalter	147	anlage	1195984	287	196092	verwalter	43147
anlage_+n_kapital	Anlagenkapital	24	anlage	1195984	287	196092	kapital	296589
anlage_stimmung	Anlagestimmung	26	anlage	1195984	287	196092	stimmung	1004623
anlage_votum	Anlagevotum	280	anlage	1195984	287	196092	votum	169133
anlage_ort	Anlageort	36	anlage	1195984	287	196092	ort	3240089
anlage_ansatz	Anlageansatz	124	anlage	1195984	287	196092	ansatz	400347
anlage_+n_industrie	Anlagenindustrie	29	anlage	1195984	287	196092	industrie	597096
anlage_geschick	Anlagegeschick	61	anlage	1195984	287	196092	geschick	147643
anlage_betrieb	Anlagebetrieb	22	anlage	1195984	287	196092	betrieb	1878468
