comp_gecodb	comp_lemma	comp_freq	n1_lemma	n1_freq	n1_prod	n1_mass_freq	n2_lemma	n2_freq
anlage_bestimmung	Anlagebestimmung	41	anlage	1195984	287	196092	bestimmung	171417
anlage_bereitschaft	Anlagebereitschaft	101	anlage	1195984	287	196092	bereitschaft	265703
anlage_vorstellung	Anlagevorstellung	24	anlage	1195984	287	196092	vorstellung	1131165
anlage_quote	Anlagequote	54	anlage	1195984	287	196092	quote	285609
anlage_+n_betrug	Anlagenbetrug	54	anlage	1195984	287	196092	betrug	196382
anlage_gelegenheit	Anlagegelegenheit	58	anlage	1195984	287	196092	gelegenheit	903734
anlage_forum	Anlageforum	57	anlage	1195984	287	196092	forum	388597
anlage_verkauf	Anlageverkauf	29	anlage	1195984	287	196092	verkauf	967700
anlage_titel	Anlagetitel	23	anlage	1195984	287	196092	titel	2133245
anlage_+n_ausbau	Anlagenausbau	22	anlage	1195984	287	196092	ausbau	791030
anlage_+n_politik	Anlagenpolitik	57	anlage	1195984	287	196092	politik	2320757
anlage_magazin	Anlagemagazin	25	anlage	1195984	287	196092	magazin	326206
anlage_information	Anlageinformation	36	anlage	1195984	287	196092	information	2364424
anlage_gattung	Anlagegattung	65	anlage	1195984	287	196092	gattung	53106
anlage_führer	Anlageführer	74	anlage	1195984	287	196092	führer	183956
anlage_blase	Anlageblase	46	anlage	1195984	287	196092	blase	43292
anlage_ausrichtung	Anlageausrichtung	128	anlage	1195984	287	196092	ausrichtung	161812
anlage_überlegung	Anlageüberlegung	72	anlage	1195984	287	196092	überlegung	303560
anlage_not	Anlagenot	27	anlage	1195984	287	196092	not	490917
anlage_weg	Anlageweg	22	anlage	1195984	287	196092	weg	5133691
anlage_+n_gesellschaft	Anlagengesellschaft	46	anlage	1195984	287	196092	gesellschaft	1975885
anlage_auswahl	Anlageauswahl	25	anlage	1195984	287	196092	auswahl	566381
anlage_team	Anlageteam	58	anlage	1195984	287	196092	team	3704600
anlage_haus	Anlagehaus	319	anlage	1195984	287	196092	haus	6907268
anlage_disposition	Anlagedisposition	26	anlage	1195984	287	196092	disposition	43033
anlage_topf	Anlagetopf	93	anlage	1195984	287	196092	topf	188753
anlage_+n_katalog	Anlagenkatalog	24	anlage	1195984	287	196092	katalog	174318
anlage_mischung	Anlagemischung	37	anlage	1195984	287	196092	mischung	398116
anlage_kapazität	Anlagekapazität	28	anlage	1195984	287	196092	kapazität	255941
anlage_grund	Anlagegrund	21	anlage	1195984	287	196092	grund	4368447
anlage_+n_vermietung	Anlagenvermietung	31	anlage	1195984	287	196092	vermietung	50325
anlage_leistung	Anlageleistung	102	anlage	1195984	287	196092	leistung	1891803
anlage_klima	Anlageklima	52	anlage	1195984	287	196092	klima	306551
anlage_katalog	Anlagekatalog	102	anlage	1195984	287	196092	katalog	174318
anlage_aktivität	Anlageaktivität	23	anlage	1195984	287	196092	aktivität	569993
anlage_abteilung	Anlageabteilung	35	anlage	1195984	287	196092	abteilung	461021
anlage_raum	Anlageraum	33	anlage	1195984	287	196092	raum	2256201
anlage_+n_weg	Anlagenweg	28	anlage	1195984	287	196092	weg	5133691
anlage_kultur	Anlagekultur	115	anlage	1195984	287	196092	kultur	1273582
anlage_zwang	Anlagezwang	23	anlage	1195984	287	196092	zwang	125502
anlage_schützer	Anlageschützer	26	anlage	1195984	287	196092	schützer	2187
anlage_+n_firma	Anlagenfirma	72	anlage	1195984	287	196092	firma	2925009
anlage_guru	Anlageguru	68	anlage	1195984	287	196092	guru	19888
anlage_publikum	Anlagepublikum	22	anlage	1195984	287	196092	publikum	1725482
anlage_hai	Anlagehai	57	anlage	1195984	287	196092	hai	85987
anlage_bewertung	Anlagebewertung	20	anlage	1195984	287	196092	bewertung	330565
anlage_schwindel	Anlageschwindel	25	anlage	1195984	287	196092	schwindel	33725
anlage_versprechen	Anlageversprechen	27	anlage	1195984	287	196092	versprechen	229036
anlage_+n_chef	Anlagenchef	52	anlage	1195984	287	196092	chef	1560774
anlage_+n_aufsicht	Anlagenaufsicht	27	anlage	1195984	287	196092	aufsicht	128485
anlage_story	Anlagestory	41	anlage	1195984	287	196092	story	138432
anlage_sparte	Anlagesparte	170	anlage	1195984	287	196092	sparte	197467
anlage_schrott	Anlageschrott	20	anlage	1195984	287	196092	schrott	57696
anlage_stau	Anlagestau	27	anlage	1195984	287	196092	stau	213842
anlage_+n_unterhaltung	Anlagenunterhaltung	23	anlage	1195984	287	196092	unterhaltung	360008
anlage_gewohnheit	Anlagegewohnheit	31	anlage	1195984	287	196092	gewohnheit	63952
anlage_ausblick	Anlageausblick	46	anlage	1195984	287	196092	ausblick	194181
ausbildung_+s_platz	Ausbildungsplatz	162334	ausbildung	1159809	435	685397	platz	6219854
ausbildung_+s_beruf	Ausbildungsberuf	48000	ausbildung	1159809	435	685397	beruf	985100
ausbildung_+s_betrieb	Ausbildungsbetrieb	42935	ausbildung	1159809	435	685397	betrieb	1878468
ausbildung_+s_stätte	Ausbildungsstätte	20077	ausbildung	1159809	435	685397	stätte	75768
ausbildung_+s_jahr	Ausbildungsjahr	35862	ausbildung	1159809	435	685397	jahr	43845868
ausbildung_+s_zeit	Ausbildungszeit	13472	ausbildung	1159809	435	685397	zeit	10557899
ausbildung_+s_stelle	Ausbildungsstelle	33819	ausbildung	1159809	435	685397	stelle	1639478
ausbildung_+s_vertrag	Ausbildungsvertrag	21285	ausbildung	1159809	435	685397	vertrag	1380224
ausbildung_+s_gang	Ausbildungsgang	11424	ausbildung	1159809	435	685397	gang	651741
ausbildung_+s_zentrum	Ausbildungszentrum	16488	ausbildung	1159809	435	685397	zentrum	912483
ausbildung_+s_stand	Ausbildungsstand	8111	ausbildung	1159809	435	685397	stand	1167927
ausbildung_+s_möglichkeit	Ausbildungsmöglichkeit	17501	ausbildung	1159809	435	685397	möglichkeit	2735995
ausbildung_+s_vergütung	Ausbildungsvergütung	12044	ausbildung	1159809	435	685397	vergütung	88844
ausbildung_+s_inhalt	Ausbildungsinhalt	4862	ausbildung	1159809	435	685397	inhalt	634299
ausbildung_+s_verhältnis	Ausbildungsverhältnis	6432	ausbildung	1159809	435	685397	verhältnis	940808
ausbildung_+s_angebot	Ausbildungsangebot	9908	ausbildung	1159809	435	685397	angebot	2750423
ausbildung_+s_förderung	Ausbildungsförderung	7030	ausbildung	1159809	435	685397	förderung	833314
ausbildung_+s_markt	Ausbildungsmarkt	18532	ausbildung	1159809	435	685397	markt	2649376
ausbildung_+s_abschnitt	Ausbildungsabschnitt	1663	ausbildung	1159809	435	685397	abschnitt	423386
ausbildung_+s_weg	Ausbildungsweg	5877	ausbildung	1159809	435	685397	weg	5133691
ausbildung_+s_ordnung	Ausbildungsordnung	3497	ausbildung	1159809	435	685397	ordnung	651858
ausbildung_+s_konzept	Ausbildungskonzept	2668	ausbildung	1159809	435	685397	konzept	1335045
ausbildung_+s_ziel	Ausbildungsziel	1756	ausbildung	1159809	435	685397	ziel	3512621
ausbildung_+s_beginn	Ausbildungsbeginn	4978	ausbildung	1159809	435	685397	beginn	2083720
ausbildung_+s_dauer	Ausbildungsdauer	2213	ausbildung	1159809	435	685397	dauer	456373
ausbildung_+s_einrichtung	Ausbildungseinrichtung	2472	ausbildung	1159809	435	685397	einrichtung	1430266
ausbildung_+s_kurs	Ausbildungskurs	3636	ausbildung	1159809	435	685397	kurs	1402498
ausbildung_+s_plan	Ausbildungsplan	2325	ausbildung	1159809	435	685397	plan	1908672
ausbildung_+s_bereich	Ausbildungsbereich	3407	ausbildung	1159809	435	685397	bereich	3022379
ausbildung_+s_situation	Ausbildungssituation	3928	ausbildung	1159809	435	685397	situation	2063574
ausbildung_+s_abschluss	Ausbildungsabschluss	2463	ausbildung	1159809	435	685397	abschluss	1132418
ausbildung_+s_institut	Ausbildungsinstitut	890	ausbildung	1159809	435	685397	institut	1066729
ausbildung_+s_phase	Ausbildungsphase	1403	ausbildung	1159809	435	685397	phase	532977
ausbildung_+s_pakt	Ausbildungspakt	6193	ausbildung	1159809	435	685397	pakt	69731
ausbildung_+s_zweck	Ausbildungszweck	1596	ausbildung	1159809	435	685397	zweck	545660
ausbildung_+s_gruppe	Ausbildungsgruppe	822	ausbildung	1159809	435	685397	gruppe	2849144
ausbildung_+s_nachweis	Ausbildungsnachweis	650	ausbildung	1159809	435	685397	nachweis	131733
ausbildung_+s_lager	Ausbildungslager	4726	ausbildung	1159809	435	685397	lager	488355
ausbildung_+s_qualität	Ausbildungsqualität	1648	ausbildung	1159809	435	685397	qualität	940698
ausbildung_+s_quote	Ausbildungsquote	3529	ausbildung	1159809	435	685397	quote	285609
ausbildung_+s_tag	Ausbildungstag	4378	ausbildung	1159809	435	685397	tag	11101971
ausbildung_+s_richtung	Ausbildungsrichtung	2290	ausbildung	1159809	435	685397	richtung	2264210
ausbildung_+s_stufe	Ausbildungsstufe	896	ausbildung	1159809	435	685397	stufe	292178
ausbildung_+s_schule	Ausbildungsschule	596	ausbildung	1159809	435	685397	schule	4221314
ausbildung_+s_kapazität	Ausbildungskapazität	3227	ausbildung	1159809	435	685397	kapazität	255941
ausbildung_+s_ort	Ausbildungsort	1968	ausbildung	1159809	435	685397	ort	3240089
ausbildung_+s_messe	Ausbildungsmesse	6999	ausbildung	1159809	435	685397	messe	550021
ausbildung_+s_leistung	Ausbildungsleistung	1560	ausbildung	1159809	435	685397	leistung	1891803
ausbildung_+s_form	Ausbildungsform	922	ausbildung	1159809	435	685397	form	1609109
ausbildung_+s_verbund	Ausbildungsverbund	3363	ausbildung	1159809	435	685397	verbund	95818
ausbildung_+s_unternehmen	Ausbildungsunternehmen	1525	ausbildung	1159809	435	685397	unternehmen	5400908
ausbildung_+s_veranstaltung	Ausbildungsveranstaltung	628	ausbildung	1159809	435	685397	veranstaltung	2609564
ausbildung_+s_abbruch	Ausbildungsabbruch	1437	ausbildung	1159809	435	685397	abbruch	135878
ausbildung_+s_fähigkeit	Ausbildungsfähigkeit	1258	ausbildung	1159809	435	685397	fähigkeit	406445
ausbildung_+s_berater	Ausbildungsberater	2787	ausbildung	1159809	435	685397	berater	336862
ausbildung_+s_bereitschaft	Ausbildungsbereitschaft	2838	ausbildung	1159809	435	685397	bereitschaft	265703
ausbildung_+s_börse	Ausbildungsbörse	7147	ausbildung	1159809	435	685397	börse	752378
ausbildung_+s_verordnung	Ausbildungsverordnung	877	ausbildung	1159809	435	685397	verordnung	175943
ausbildung_+s_teil	Ausbildungsteil	528	ausbildung	1159809	435	685397	teil	4304832
ausbildung_+s_bedingung	Ausbildungsbedingung	1453	ausbildung	1159809	435	685397	bedingung	777683
ausbildung_+s_stunde	Ausbildungsstunde	2047	ausbildung	1159809	435	685397	stunde	1450347
ausbildung_+s_offensive	Ausbildungsoffensive	2238	ausbildung	1159809	435	685397	offensive	233163
ausbildung_+s_modell	Ausbildungsmodell	880	ausbildung	1159809	435	685397	modell	954770
ausbildung_+s_hilfe	Ausbildungshilfe	1447	ausbildung	1159809	435	685397	hilfe	2247256
ausbildung_+s_versicherung	Ausbildungsversicherung	904	ausbildung	1159809	435	685397	versicherung	374128
ausbildung_+s_dienst	Ausbildungsdienst	838	ausbildung	1159809	435	685397	dienst	1083340
ausbildung_+s_zahl	Ausbildungszahl	2179	ausbildung	1159809	435	685397	zahl	3730474
ausbildung_+s_institution	Ausbildungsinstitution	274	ausbildung	1159809	435	685397	institution	429462
ausbildung_+s_profil	Ausbildungsprofil	812	ausbildung	1159809	435	685397	profil	204920
ausbildung_+s_initiative	Ausbildungsinitiative	1972	ausbildung	1159809	435	685397	initiative	974169
ausbildung_+s_bedarf	Ausbildungsbedarf	732	ausbildung	1159809	435	685397	bedarf	593132
ausbildung_+s_arbeit	Ausbildungsarbeit	993	ausbildung	1159809	435	685397	arbeit	4380930
ausbildung_+s_beihilfe	Ausbildungsbeihilfe	826	ausbildung	1159809	435	685397	beihilfe	104588
ausbildung_+s_start	Ausbildungsstart	2582	ausbildung	1159809	435	685397	start	1492612
ausbildung_+s_station	Ausbildungsstation	766	ausbildung	1159809	435	685397	station	672700
ausbildung_+s_behörde	Ausbildungsbehörde	121	ausbildung	1159809	435	685397	behörde	1429196
ausbildung_+s_ende	Ausbildungsende	1318	ausbildung	1159809	435	685397	ende	7991705
ausbildung_+s_abteilung	Ausbildungsabteilung	556	ausbildung	1159809	435	685397	abteilung	461021
ausbildung_+s_leitung	Ausbildungsleitung	352	ausbildung	1159809	435	685397	leitung	1061159
ausbildung_+s_team	Ausbildungsteam	956	ausbildung	1159809	435	685397	team	3704600
ausbildung_+s_personal	Ausbildungspersonal	296	ausbildung	1159809	435	685397	personal	640323
ausbildung_+s_träger	Ausbildungsträger	594	ausbildung	1159809	435	685397	träger	407901
ausbildung_+s_fahrt	Ausbildungsfahrt	954	ausbildung	1159809	435	685397	fahrt	969468
ausbildung_+s_wesen	Ausbildungswesen	637	ausbildung	1159809	435	685397	wesen	175080
ausbildung_+s_zeugnis	Ausbildungszeugnis	311	ausbildung	1159809	435	685397	zeugnis	190516
ausbildung_+s_partner	Ausbildungspartner	522	ausbildung	1159809	435	685397	partner	1244792
ausbildung_+s_zweig	Ausbildungszweig	1002	ausbildung	1159809	435	685397	zweig	91949
ausbildung_+s_erfolg	Ausbildungserfolg	475	ausbildung	1159809	435	685397	erfolg	2980098
ausbildung_+s_frage	Ausbildungsfrage	647	ausbildung	1159809	435	685397	frage	5961439
ausbildung_+s_grad	Ausbildungsgrad	362	ausbildung	1159809	435	685397	grad	864987
ausbildung_+s_unterlage	Ausbildungsunterlage	182	ausbildung	1159809	435	685397	unterlage	303012
ausbildung_+s_tätigkeit	Ausbildungstätigkeit	324	ausbildung	1159809	435	685397	tätigkeit	495397
ausbildung_+s_woche	Ausbildungswoche	522	ausbildung	1159809	435	685397	woche	7759082
ausbildung_+s_stall	Ausbildungsstall	787	ausbildung	1159809	435	685397	stall	177568
ausbildung_+s_geld	Ausbildungsgeld	457	ausbildung	1159809	435	685397	geld	4821274
ausbildung_+s_verlauf	Ausbildungsverlauf	240	ausbildung	1159809	435	685397	verlauf	394952
ausbildung_+s_beitrag	Ausbildungsbeitrag	96	ausbildung	1159809	435	685397	beitrag	1215841
ausbildung_+s_reihe	Ausbildungsreihe	217	ausbildung	1159809	435	685397	reihe	1511072
ausbildung_+s_schritt	Ausbildungsschritt	250	ausbildung	1159809	435	685397	schritt	1839208
ausbildung_+s_abgabe	Ausbildungsabgabe	2708	ausbildung	1159809	435	685397	abgabe	189346
ausbildung_+s_konsens	Ausbildungskonsens	1291	ausbildung	1159809	435	685397	konsens	150648
ausbildung_+s_suche	Ausbildungssuche	939	ausbildung	1159809	435	685397	suche	932822
ausbildung_+s_firma	Ausbildungsfirma	770	ausbildung	1159809	435	685397	firma	2925009
ausbildung_+s_raum	Ausbildungsraum	895	ausbildung	1159809	435	685397	raum	2256201
ausbildung_+s_camp	Ausbildungscamp	1009	ausbildung	1159809	435	685397	camp	134726
ausbildung_+s_gebühr	Ausbildungsgebühr	237	ausbildung	1159809	435	685397	gebühr	452041
ausbildung_+s_voraussetzung	Ausbildungsvoraussetzung	482	ausbildung	1159809	435	685397	voraussetzung	789183
ausbildung_+s_beratung	Ausbildungsberatung	991	ausbildung	1159809	435	685397	beratung	847488
ausbildung_+s_preis	Ausbildungspreis	478	ausbildung	1159809	435	685397	preis	2708828
ausbildung_+s_anforderung	Ausbildungsanforderung	309	ausbildung	1159809	435	685397	anforderung	366001
ausbildung_+s_meister	Ausbildungsmeister	1036	ausbildung	1159809	435	685397	meister	857858
ausbildung_+s_vorbereitung	Ausbildungsvorbereitung	504	ausbildung	1159809	435	685397	vorbereitung	866442
ausbildung_+s_termin	Ausbildungstermin	277	ausbildung	1159809	435	685397	termin	1292638
ausbildung_+s_verkehr	Ausbildungsverkehr	518	ausbildung	1159809	435	685397	verkehr	875083
ausbildung_+s_thema	Ausbildungsthema	250	ausbildung	1159809	435	685397	thema	5161685
ausbildung_+s_fach	Ausbildungsfach	99	ausbildung	1159809	435	685397	fach	224065
ausbildung_+s_organisation	Ausbildungsorganisation	141	ausbildung	1159809	435	685397	organisation	911747
ausbildung_+s_klasse	Ausbildungsklasse	596	ausbildung	1159809	435	685397	klasse	1701541
ausbildung_+s_material	Ausbildungsmaterial	466	ausbildung	1159809	435	685397	material	698223
ausbildung_+s_entschädigung	Ausbildungsentschädigung	1213	ausbildung	1159809	435	685397	entschädigung	174771
ausbildung_+s_beteiligung	Ausbildungsbeteiligung	131	ausbildung	1159809	435	685397	beteiligung	647255
ausbildung_+s_abend	Ausbildungsabend	557	ausbildung	1159809	435	685397	abend	2853513
ausbildung_+s_umlage	Ausbildungsumlage	1330	ausbildung	1159809	435	685397	umlage	73785
ausbildung_+s_unterhalt	Ausbildungsunterhalt	165	ausbildung	1159809	435	685397	unterhalt	72535
ausbildung_+s_verband	Ausbildungsverband	141	ausbildung	1159809	435	685397	verband	1138891
ausbildung_+s_mittel	Ausbildungsmittel	250	ausbildung	1159809	435	685397	mittel	1037124
ausbildung_+s_aktivität	Ausbildungsaktivität	328	ausbildung	1159809	435	685397	aktivität	569993
ausbildung_+s_bescheinigung	Ausbildungsbescheinigung	85	ausbildung	1159809	435	685397	bescheinigung	29220
ausbildung_+s_aufgabe	Ausbildungsaufgabe	189	ausbildung	1159809	435	685397	aufgabe	2213168
ausbildung_+s_ausschuss	Ausbildungsausschuss	49	ausbildung	1159809	435	685397	ausschuss	765369
ausbildung_+s_schiff	Ausbildungsschiff	581	ausbildung	1159809	435	685397	schiff	689036
ausbildung_+s_vorschrift	Ausbildungsvorschrift	189	ausbildung	1159809	435	685397	vorschrift	256684
ausbildung_+s_wart	Ausbildungswart	605	ausbildung	1159809	435	685397	wart	1710
ausbildung_+s_vermittlung	Ausbildungsvermittlung	459	ausbildung	1159809	435	685397	vermittlung	153894
ausbildung_+s_regelung	Ausbildungsregelung	122	ausbildung	1159809	435	685397	regelung	669527
ausbildung_+s_finanzierung	Ausbildungsfinanzierung	274	ausbildung	1159809	435	685397	finanzierung	585669
ausbildung_+s_auftrag	Ausbildungsauftrag	238	ausbildung	1159809	435	685397	auftrag	1168219
ausbildung_+s_lehrer	Ausbildungslehrer	109	ausbildung	1159809	435	685397	lehrer	1228190
ausbildung_+s_wunsch	Ausbildungswunsch	416	ausbildung	1159809	435	685397	wunsch	1257260
ausbildung_+s_spektrum	Ausbildungsspektrum	425	ausbildung	1159809	435	685397	spektrum	155033
ausbildung_+s_referat	Ausbildungsreferat	51	ausbildung	1159809	435	685397	referat	83236
ausbildung_+s_anteil	Ausbildungsanteil	160	ausbildung	1159809	435	685397	anteil	1185873
ausbildung_+s_zulage	Ausbildungszulage	51	ausbildung	1159809	435	685397	zulage	35885
ausbildung_+s_politik	Ausbildungspolitik	510	ausbildung	1159809	435	685397	politik	2320757
ausbildung_+s_erfahrung	Ausbildungserfahrung	115	ausbildung	1159809	435	685397	erfahrung	1716922
ausbildung_+s_unterricht	Ausbildungsunterricht	38	ausbildung	1159809	435	685397	unterricht	482910
ausbildung_+s_entgelt	Ausbildungsentgelt	328	ausbildung	1159809	435	685397	entgelt	53223
ausbildung_+s_kooperation	Ausbildungskooperation	348	ausbildung	1159809	435	685397	kooperation	610516
ausbildung_+s_flug	Ausbildungsflug	293	ausbildung	1159809	435	685397	flug	410864
ausbildung_+s_anfänger	Ausbildungsanfänger	502	ausbildung	1159809	435	685397	anfänger	135666
ausbildung_+s_hintergrund	Ausbildungshintergrund	69	ausbildung	1159809	435	685397	hintergrund	1167724
