entry	freq
Restaurantgespräch	3.0
Restaurantgestaltung	3.0
Restaurantgewerbe	122.0
Restaurantgruppe	73.0
Restaurantgröße	1.0
Restaurantgründer	64.0
Restaurantgründung	4.0
Restauranthalle	9.0
Restauranthaus	0.0
Restaurantherd	0.0
Restauranthilfe	0.0
Restauranthimmel	1.0
Restauranthinweis	0.0
Restauranthof	0.0
Restauranthütte	0.0
Restaurantidee	2.0
Restaurantinformation	0.0
Restaurantinhaber	411.0
Restaurantinhaberin	82.0
Restaurantinspektor	0.0
Restaurantjob	0.0
Restaurantkapazität	1.0
Restaurantkarte	85.0
Restaurantkasse	34.0
Restaurantkategorie	5.0
Restaurantkatze	0.0
Restaurantkaufmann	31.0
Restaurantkeller	13.0
Restaurantkellner	19.0
Restaurantkette	4439.0
Restaurantkneipe	27.0
Restaurantkoch	106.0
Restaurantkommentar	1.0
Restaurantkomplex	113.0
Restaurantkontrolle	2.0
Restaurantkonzept	291.0
Restaurantkost	0.0
Restaurantkraft	27.0
Restaurantkritiker	1271.0
Restaurantkultur	88.0
Restaurantküche	1992.0
Restaurantlandschaft	92.0
Restaurantleistung	8.0
Restaurantleitung	195.0
Restaurantliste	21.0
Restaurantlizenz	2.0
Restaurantmagazin	6.0
Restaurantmanagerin	114.0
Restaurantmarke	7.0
Restaurantmarkt	11.0
Restaurantmeile	136.0
Restaurantmeister	214.0
Restaurantmenü	1.0
Restaurantmitarbeiter	208.0
Restaurantmobiliar	2.0
Restaurantmöbel	0.0
Restaurantmöglichkeit	0.0
Restaurantname	152.0
Restaurantnutzung	8.0
Restaurantnähe	1.0
Restaurantorganisation	0.0
Restaurantpartner	11.0
Restaurantpass	6.0
Restaurantpersonal	131.0
Restaurantplanung	0.0
Restaurantplatz	282.0
Restaurantpreis	197.0
Restaurantprofil	0.0
Restaurantprüfer	0.0
Restaurantpächter	109.0
Restaurantqualität	53.0
Restaurantquittung	50.0
Restaurantraum	238.0
Restaurantrechnung	388.0
Restaurantreservierung	45.0
Restaurantretter	18.0
Restauranträumlichkeit	4.0
Restaurantsaal	47.0
Restaurantsbesitzer	1.0
Restaurantsbesuch	0.0
Restaurantscheck	37.0
Restaurantschiff	1087.0
Restaurantschließung	202.0
Restaurantschluss	17.0
Restaurantschule	267.0
Restaurantseite	5.0
Restaurantsituation	3.0
Restaurantspeise	7.0
Restaurantsteg	0.0
Restaurantstern	0.0
Restaurantstraße	5.0
Restaurantstube	17.0
Restaurantstuhl	40.0
Restaurantsuche	50.0
Restaurantszene	468.0
Restauranttag	17.0
Restaurantteam	81.0
Restaurantteil	54.0
Restaurantteller	8.0
Restaurantterrasse	630.0
Restauranttester	1302.0
Restauranttisch	734.0
Restauranttypus	0.0
Restauranttür	0.0
Restaurantumsatz	22.0
Restaurantunternehmen	19.0
Restaurantverband	18.0
Restaurantverbot	6.0
Restaurantverzeichnis	17.0
Restaurantvorschlag	1.0
Restaurantvorstellung	1.0
Restaurantwagen	181.0
Restaurantwahl	43.0
Restaurantwand	20.0
Restaurantwelt	21.0
Restaurantwerbung	6.0
Restaurantwesen	23.0
Restaurantwirt	18.0
Restaurantwoche	5.0
Restaurantzeile	14.0
Restaurantzeit	14.0
Restaurantzelt	91.0
Restaurantzentrum	0.0
Restaurantöffnung	11.0
Restaurantübernahme	3.0
Restaurantübersicht	0.0
Restaurateur	2608.0
Restauration	17582.0
Restaurationbetrieb	0.0
Restaurationsabteilung	37.0
Restaurationsaktion	0.0
Restaurationsangebot	4.0
Restaurationsanlage	0.0
Restaurationsanleitung	0.0
Restaurationsarbeit	1348.0
Restaurationsart	0.0
Restaurationsauftrag	28.0
Restaurationsaufwand	17.0
Restaurationsbedarf	31.0
Restaurationsbeginn	0.0
Restaurationsbegriff	0.0
Restaurationsbemühung	13.0
Restaurationsbereich	56.0
Restaurationsbericht	4.0
Restaurationsbestrebung	10.0
Restaurationsbetrieb	717.0
Restaurationsbewegung	11.0
Restaurationsbild	0.0
Restaurationsbrot	37.0
Restaurationsdauer	0.0
Restaurationseinrichtung	0.0
Restaurationsepoche	51.0
Restaurationserfahrung	0.0
Restaurationsergebnis	0.0
Restaurationsfarbe	1.0
Restaurationsfirma	92.0
Restaurationsfläche	3.0
Restaurationsform	0.0
Restaurationsfortschritt	0.0
Restaurationsforum	0.0
Restaurationsfrage	0.0
Restaurationsfähigkeit	1.0
Restaurationsgarten	23.0
Restaurationsgebäude	70.0
Restaurationsgedanke	1.0
Restaurationsgefahr	0.0
Restaurationsgeschichte	15.0
Restaurationsgeschäft	7.0
Restaurationsgesellschaft	12.0
Restaurationsgewerbe	9.0
Restaurationsglas	0.0
Restaurationshalle	10.0
Restaurationshangar	0.0
Restaurationshilfe	0.0
Restaurationsjahr	2.0
Restaurationskette	10.0
Restaurationsklima	0.0
Restaurationskonzept	19.0
Restaurationskrieg	3.0
Restaurationskunst	30.0
Restaurationskurs	5.0
Restaurationsküche	2.0
Restaurationsleistung	16.0
Restaurationslokal	5.0
Restaurationslokalität	2.0
Restaurationsmaterial	8.0
Restaurationsmittel	1.0
Restaurationsmonarchie	0.0
Restaurationsmöglichkeit	7.0
Restaurationsobjekt	38.0
Restaurationspartei	14.0
Restaurationsphase	63.0
Restaurationsplan	11.0
Restaurationsplatz	0.0
Restaurationspolitik	42.0
Restaurationspreis	0.0
Restaurationsqualität	0.0
Restaurationsrand	1.0
Restaurationsraum	63.0
Restaurationsregierung	9.0
Restaurationsräumlichkeit	0.0
Restaurationsschein	0.0
Restaurationsschiff	15.0
Restaurationsschritt	2.0
Restaurationsstätte	0.0
Restaurationstag	0.0
Restaurationsteam	14.0
Restaurationstechnik	60.0
Restaurationsteil	3.0
Restaurationsteller	0.0
Restaurationsterrasse	0.0
Restaurationsthese	0.0
Restaurationstätigkeit	7.0
Restaurationsumfang	0.0
Restaurationsumsatz	11.0
Restaurationsunternehmen	7.0
Restaurationsverfahren	4.0
Restaurationsversuch	41.0
Restaurationsvorgang	0.0
Restaurationsvorhaben	5.0
Restaurationsvorschlag	16.0
Restaurationsvorwurf	0.0
Restaurationswachs	0.0
Restaurationswagen	9.0
Restaurationsweg	0.0
Restaurationswerk	6.0
Restaurationszeit	227.0
Restaurationszelt	57.0
Restaurationszimmer	1.0
Restaurationszustand	0.0
Restaurationszweck	16.0
Restaurator	37015.0
Restauratorenarbeit	21.0
Restauratorenausbildung	38.0
Restauratorenbedarf	0.0
Restauratorenberuf	1.0
Restauratorenblatt	0.0
Restauratorenfirma	11.0
Restauratorengemeinschaft	12.0
Restauratorengesetz	28.0
Restauratorengruppe	10.0
Restauratorenkunst	9.0
Restauratorenkurs	1.0
Restauratorenliste	33.0
Restauratorenschule	17.0
Restauratorenstelle	35.0
Restauratorentag	11.0
Restauratorenteam	192.0
Restauratorenverband	59.0
Restauratorgesetz	28.0
Restaurierung	87837.0
Restaurierungsabschluss	0.0
Restaurierungsabschnitt	57.0
Restaurierungsabteilung	121.0
Restaurierungsaktion	26.0
Restaurierungsanleitung	0.0
Restaurierungsansatz	0.0
Restaurierungsarbeit	9134.0
Restaurierungsaufgabe	8.0
Restaurierungsauftrag	95.0
Restaurierungsaufwand	88.0
Restaurierungsausschuss	0.0
Restaurierungsbedarf	142.0
Restaurierungsbedürftigkeit	0.0
Restaurierungsbeginn	28.0
Restaurierungsbeispiel	0.0
Restaurierungsbemühung	33.0
Restaurierungsberatung	21.0
Restaurierungsbereich	14.0
Restaurierungsbericht	21.0
Restaurierungsbetrieb	81.0
Restaurierungsdatum	0.0
Restaurierungsdokumentation	0.0
Restaurierungsentscheidung	0.0
Restaurierungserfahrung	1.0
Restaurierungserfolg	0.0
Restaurierungsergebnis	42.0
Restaurierungsfehler	4.0
Restaurierungsfirma	169.0
Restaurierungsfortschritt	22.0
Restaurierungsfrage	13.0
Restaurierungsförderung	0.0
Restaurierungsgeschichte	127.0
Restaurierungsglas	0.0
Restaurierungsgrad	9.0
Restaurierungsgruppe	0.0
Restaurierungsinitiative	0.0
Restaurierungsinschrift	0.0
Restaurierungsinstitut	0.0
Restaurierungskampagne	22.0
Restaurierungskonzept	276.0
Restaurierungskonzeption	11.0
Restaurierungskunst	35.0
Restaurierungskurs	0.0
Restaurierungsleistung	32.0
Restaurierungsmaterial	3.0
Restaurierungsmittel	0.0
Restaurierungsmöglichkeit	25.0
Restaurierungsmörtel	41.0
Restaurierungsobjekt	77.0
Restaurierungspause	9.0
Restaurierungsphase	178.0
Restaurierungsphilosophie	0.0
Restaurierungsplan	105.0
Restaurierungsplanung	0.0
Restaurierungspraktikum	1.0
Restaurierungspreis	0.0
Restaurierungsproblematik	4.0
Restaurierungsqualität	0.0
Restaurierungsraum	0.0
Restaurierungsschritt	45.0
Restaurierungsspur	5.0
Restaurierungsstand	39.0
Restaurierungsstau	22.0
Restaurierungsstelle	0.0
Restaurierungsstrategie	0.0
Restaurierungsstudium	0.0
Restaurierungsteam	28.0
Restaurierungstechnik	123.0
Restaurierungstechnologie	3.0
Restaurierungstätigkeit	42.0
Restaurierungsumfang	0.0
Restaurierungsunternehmen	12.0
Restaurierungsverfahren	28.0
Restaurierungsvermerk	0.0
Restaurierungsversuch	99.0
Restaurierungsvorgang	1.0
Restaurierungsvorhaben	134.0
Restaurierungsvorschlag	19.0
Restaurierungswelle	17.0
Restaurierungswesen	1.0
Restaurierungswissenschaft	30.0
Restaurierungswissenschaftler	2.0
Restaurierungszeit	163.0
Restaurierungszentrum	167.0
Restaurierungsziel	22.0
Restaurierungszustand	13.0
Restaurierungszweck	20.0
Restausbau	339.0
Restausgabe	12.0
Restausgleich	7.0
Restaushub	2.0
Restausrüstung	0.0
Restausscheidung	0.0
Restausschluss	0.0
Restausschüttung	0.0
Restaustenit	1.0
Restauswirkung	3.0
Restauszahlung	15.0
Restautant	9.0
Restauto	0.0
Restautonomie	1.0
Restbahnhof	0.0
Restbakterie	0.0
Restbalken	0.0
Restballast	0.0
Restband	35.0
Restbank	86.0
Restbau	24.0
Restbauch	2.0
Restbauer	0.0
Restbaum	33.0
Restbaustelle	3.0
Restbauwerk	1.0
Restbayer	0.0
Restbearbeitung	1.0
Restbebauung	27.0
Restbecken	1.0
Restbedarf	189.0
Restbedenken	25.0
Restbedeutung	0.0
Restbefall	0.0
Restbefund	0.0
Restbeförderung	0.0
Restbegriff	0.0
Restbehaarung	0.0
Restbehandlung	0.0
Restbehälter	0.0
Restbeitrag	43.0
Restbekleidung	0.0
Restbeladung	1.0
Restbelag	8.0
Restbelastung	80.0
Restbelegschaft	108.0
Restbeleuchtung	4.0
Restbelüftung	0.0
Restbenzin	31.0
Restberechnung	0.0
Restbereich	141.0
Restberg	8.0
Restbericht	0.0
Restberliner	4.0
Restbesatz	0.0
Restbesatzung	38.0
Restbeschleunigung	6.0
Restbeschwerde	23.0
Restbesetzung	25.0
Restbesitz	121.0
Restbestaend	0.0
Restbestand	10082.0
Restbestandteil	41.0
Restbestellung	0.0
Restbestimmung	1.0
Restbestockung	1.0
Restbeta	0.0
Restbeteiligung	407.0
Restbeton	21.0
Restbetrieb	123.0
Restbett	10.0
Restbeute	12.0
Restbevölkerung	230.0
Restbeweglichkeit	23.0
Restbewegung	1.0
Restbewilligung	11.0
Restbewohner	11.0
Restbewuchs	1.0
Restbewusstsein	1.0
Restbewölkung	8.0
Restbezahlung	0.0
Restbezahnung	2.0
Restbeziehung	0.0
Restbezug	0.0
Restbiene	0.0
Restbier	25.0
Restbild	16.0
Restbildung	4.0
Restbindung	1.0
Restbiotop	1.0
Restblase	0.0
Restblatt	1.0
Restblech	0.0
Restblock	0.0
Restblockade	0.0
Restblut	44.0
Restblutung	0.0
Restblüte	0.0
Restboden	1.0
Restbogen	0.0
Restbolzen	0.0
Restbrei	0.0
Restbreite	228.0
Restbremse	0.0
Restbrett	0.0
Restbrocken	1.0
Restbrot	13.0
Restbruch	0.0
Restbrust	1.0
Restbrut	0.0
Restbräune	4.0
Restbrötchen	1.0
Restbrücke	5.0
Restbrühe	0.0
Restbuch	1.0
Restbuchstabe	0.0
Restbudget	257.0
Restbundesrat	0.0
Restbundeswehr	0.0
Restbutzen	0.0
Restbürger	0.0
Restbürgertum	1.0
Restcamp	21.0
Restcent	76.0
Restchance	643.0
Restchaos	0.0
Restcharakter	0.0
Restcharge	0.0
Restcharme	12.0
Restchemikalie	10.0
Restchlor	0.0
Restcode	0.0
Restcreme	0.0
Restcrew	14.0
Restdach	0.0
Restdampf	14.0
Restdarlehen	226.0
Restdarm	0.0
Restdatei	0.0
Restdatum	17.0
Restdauer	103.0
Restdecke	0.0
Restdeckung	3.0
Restdefekt	0.0
Restdefizit	65.0
Restdehnung	0.0
Restdemo	0.0
Restdemokratie	1.0
Restdevise	50.0
Restdichte	0.0
Restdicke	13.0
Restdienstag	0.0
Restdiesel	0.0
Restdifferenz	11.0
Restdioptrie	0.0
Restdiskriminierung	0.0
Restdistanz	50.0
Restdividende	2.0
Restdivision	0.0
Restdiözese	4.0
Restdorf	54.0
Restdose	6.0
Restdosis	17.0
Restdotter	0.0
Restdraht	0.0
Restdrall	0.0
Restdreck	0.0
Restdrehung	0.0
Restdrehzahl	0.0
Restdrittel	16.0
Restdroge	2.0
Restdruck	27.0
Restduft	0.0
Restdurchblutung	2.0
Restdurchlässigkeit	0.0
Restdurst	0.0
Restdynamik	0.0
Restdämmerung	0.0
Restdämpfung	0.0
Restdünung	0.0
Resteabteil	0.0
Resteauflauf	0.0
Resteausguss	0.0
Restebecken	1.0
Restebehälter	35.0
Resteberg	11.0
Restebeseitigung	4.0
Restebestand	0.0
Restebike	0.0
Restebildung	32.0
Restebox	0.0
Restebörse	2.0
Restecke	0.0
Restecontainer	1.0
Restedecke	0.0
Restedeponie	25.0
Resteecke	0.0
Resteeimer	0.0
Resteentsorgung	0.0
Resteessen	370.0
Resteesser	0.0
Restefest	0.0
Resteffekt	2.0
Resteficker	0.0
Restefond	31.0
Restefresser	11.0
Restefrühstück	0.0
Restegericht	8.0
Restegrille	0.0
Restehalter	11.0
Restehaufen	0.0
Restehof	0.0
Resteholz	0.0
Restehre	0.0
Restehändler	0.0
Resteigentum	0.0
Resteindruck	0.0
Resteinfluss	1.0
Resteinheit	7.0
Resteinkauf	0.0
Resteinkommen	64.0
Resteinlage	0.0
Resteintrag	0.0
Resteis	24.0
Resteisen	0.0
Resteiweiß	0.0
Restekiste	58.0
Resteklasse	0.0
Resteknäuel	0.0
Restekorb	1.0
Restekuchen	0.0
Restekuscheln	0.0
Resteküche	157.0
Restelade	0.0
Resteladen	0.0
Restelager	15.0
Restelastizität	1.0
Restelektrik	0.0
Restelektrizität	2.0
Restelement	15.0
Restelist	1.0
Resteliste	12.0
Restemarkt	22.0
Restemeier	21.0
Restemenge	1.0
Restemenü	0.0
Restemethode	0.0
Restemission	155.0
Restempfindlichkeit	0.0
Restende	1.0
Restenergie	283.0
Restenge	0.0
Restensemble	29.0
Restentfernung	1.0
Restentgelt	0.0
Restentladung	0.0
Restentleerbarkeit	0.0
Restentleerung	19.0
Restentschädigung	0.0
Restentsorgung	5.0
Restentzündung	3.0
Restepaket	0.0
Restepfanne	0.0
Resteplatte	0.0
Resteposten	0.0
Resteprojekt	0.0
Restepulli	0.0
Restequipment	0.0
Resterampe	2198.0
Resterbe	0.0
Resterde	0.0
Resteregal	0.0
Restereise	0.0
Resterezept	1.0
Resterfolg	0.0
Restergebnis	0.0
Resterinnerung	2.0
Resterkrankung	7.0
Resterkältung	0.0
Resterlös	45.0
Restermessen	0.0
Restermüdung	0.0
Resterreger	0.0
Resterregung	0.0
Resterscheinung	4.0
Resterschließung	276.0
Restertrag	2.0
Resterverwertung	0.0
Resterwerbsfähigkeit	0.0
Restesack	0.0
Restesammler	0.0
Restesammlung	0.0
Resteschale	0.0
Resteschule	89.0
Resteshop	0.0
Restesocke	0.0
Restesortiment	2.0
Restessen	7.0
Restessenz	1.0
Restestück	0.0
Restesuppe	4.0
Restesystem	0.0
Restetag	20.0
Restetank	0.0
Restetappe	1.0
Resteteil	0.0
Restetikett	0.0
Restetisch	0.0
Restetonne	1.0
Restetopf	0.0
Restetruhe	9.0
Restetruppe	13.0
Resteuro	0.0
Resteuropäer	53.0
Resteverarbeitung	2.0
Resteverbrauch	1.0
Resteverbrennung	1.0
Resteverfahren	4.0
Resteverkauf	139.0
Restevernichter	0.0
Restevernichtung	0.0
Resteverputzer	0.0
Resteverramscher	0.0
Restevertilger	0.0
Resteverwalter	14.0
Resteverwaltung	2.0
Resteverwerter	325.0
Resteverwerterin	12.0
Resteverwertung	1496.0
Resteverzehr	30.0
Resteverzehrer	0.0
Restevogel	0.0
Restewolle	1.0
Restex	9.0
Restexemplar	655.0
Restexistenz	9.0
Restextrakt	7.0
Resteübertragung	3.0
Restfaden	1.0
Restfahne	1.0
Restfahrt	2.0
Restfahrzeug	0.0
Restfaktor	2.0
Restfall	357.0
Restfamilie	427.0
Restfan	0.0
Restfarbe	60.0
Restfaser	11.0
Restfassade	3.0
Restfederung	0.0
Restfehler	12.0
Restfehlsichtigkeit	6.0
Restfeiertag	0.0
Restfeld	43.0
Restfell	0.0
Restferien	15.0
Restfest	0.0
Restfestigkeit	0.0
Restfett	19.0
Restfetzen	11.0
Restfeuchtigkeit	267.0
Restfeuer	3.0
Restfigur	0.0
Restfile	0.0
Restfilm	8.0
Restfinanzierung	1585.0
Restfisch	0.0
Restflamme	0.0
Restflasche	16.0
Restfleck	0.0
Restflecken	13.0
Restfleisch	47.0
Restflexibilität	0.0
Restfliese	0.0
Restflimmer	0.0
Restflotte	14.0
Restflug	0.0
Restfluoreszenz	0.0
Restfluss	0.0
Restfläche	2496.0
Restflügel	0.0
Restflüssigkeit	104.0
Restfolge	1.0
Restfolie	0.0
Restforderung	349.0
Restform	46.0
Restforum	0.0
Restfoto	0.0
Restfracht	2.0
Restfrage	58.0
Restfragment	9.0
Restfraktion	60.0
Restfreibetrag	0.0
Restfreiheit	3.0
Restfreitag	0.0
Restfreizeit	3.0
Restfrequenz	5.0
Restfrist	1.0
Restfrucht	1.0
Restfrust	1.0
Restfuge	0.0
Restfund	0.0
Restfundament	9.0
Restfunk	0.0
Restfunke	48.0
Restfunktion	137.0
Restfunktionalität	0.0
Restfutter	33.0
Restfähigkeit	19.0
Restförderung	46.0
Restfüllung	5.0
Restfünkchen	1.0
Restgarantie	25.0
Restgarn	3.0
Restgarten	1.0
Restgas	159.0
Restgast	2.0
Restgebiet	154.0
Restgebilde	18.0
Restgebiss	10.0
Restgeburtstag	0.0
Restgebäude	151.0
Restgebühr	1.0
Restgedanke	1.0
Restgefahr	76.0
Restgefieder	0.0
Restgefährdung	5.0
Restgefährlichkeit	0.0
Restgefüge	0.0
Restgefühl	45.0
Restgegner	1.0
Restgehalt	134.0
Restgeheimnis	45.0
Restgehirn	1.0
Restgehäuse	0.0
Restgehölz	1.0
Restgehör	51.0
Restgeist	0.0
Restgelb	0.0
Restgeld	1263.0
Restgelände	72.0
Restgemeinde	96.0
Restgemeinschaft	1.0
Restgemisch	0.0
Restgemäuer	11.0
Restgemüse	12.0
Restgenauigkeit	0.0
Restgenerator	0.0
Restgepäck	0.0
Restgermane	1.0
Restgeruch	1.0
Restgerät	0.0
Restgeräusch	13.0
Restgerüst	0.0
Restgeschehen	0.0
Restgeschenk	1.0
Restgeschichte	0.0
Restgeschmack	4.0
Restgeschoss	0.0
Restgeschwindigkeit	95.0
Restgeschäft	91.0
Restgesellschaft	89.0
Restgesicht	1.0
Restgestein	21.0
Restgesundheit	14.0
Restgetränk	0.0
Restgewebe	14.0
Restgewicht	0.0
Restgewinde	1.0
Restgewinn	37.0
Restgewissen	23.0
Restgewissheit	0.0
Restgewährleistung	0.0
Restgewässer	44.0
Restghetto	0.0
Restgift	0.0
Restgitter	0.0
Restglanz	12.0
Restglas	11.0
Restglaube	50.0
Restglaubwürdigkeit	15.0
Restgleis	0.0
Restgletscher	2.0
Restglied	0.0
Restglut	136.0
Restglück	1.0
Restgold	14.0
Restgradient	0.0
Restgrafschaft	0.0
Restgram	0.0
Restgrat	1.0
Restgriffigkeit	0.0
Restgrips	0.0
Restgrundstück	259.0
Restgruppe	140.0
Restgröße	589.0
Restgrün	70.0
Restgut	68.0
Restguthaben	746.0
Restgülle	10.0
Restgültigkeit	8.0
Restgüterverkehr	2.0
Resthaar	507.0
Resthabitat	0.0
Resthalde	0.0
Resthaltbarkeit	18.0
Resthand	0.0
Resthandlung	11.0
Resthardware	0.0
Restharn	45.0
Restharz	0.0
Resthauch	2.0
Resthaufen	0.0
Resthaus	0.0
Resthaushalt	14.0
Resthaut	0.0
Restheer	11.0
Resthefe	13.0
Restheilung	0.0
Restheizung	10.0
Restheizöl	0.0
Resthelligkeit	19.0
Resthemmung	1.0
Restherd	0.0
Restherrschaft	1.0
Restheu	0.0
Resthirn	71.0
Resthitze	148.0
Resthoden	0.0
Resthof	782.0
Resthoffnung	757.0
Resthohlraum	18.0
Restholz	1657.0
Resthonig	0.0
Resthonorar	36.0
Resthormon	0.0
Resthub	0.0
Resthuhn	0.0
Resthumor	2.0
Resthund	0.0
Resthunger	5.0
Resthusten	0.0
Resthypothek	20.0
Resthähnchen	0.0
Resthälfte	0.0
Resthärte	0.0
Resthäufchen	1.0
Resthöft	0.0
Resthöhe	22.0
Resthöhle	0.0
Resthörigkeit	11.0
Resthülle	0.0
Resthülse	0.0
Restidentität	11.0
Restillusion	0.0
Restimmunität	3.0
Restimperium	4.0
Restimpuls	0.0
Restinduktivität	0.0
Restindustrie	1.0
Restinfektion	0.0
Restinfo	0.0
Restinformation	1.0
Restinhalt	204.0
Restinnerlichkeit	0.0
Restinsel	3.0
Restinstabilität	0.0
Restinstallation	0.0
Restinstinkt	0.0
Restinsulin	0.0
Restinszenierung	0.0
Restintelligenz	22.0
Restinteresse	14.0
Restinventar	16.0
Restinvestition	25.0
Restjahr	353.0
Restjugend	5.0
Restjugoslawe	6.0
Restjugoslawie	0.0
Restjury	0.0
Restkabel	0.0
Restkabine	1.0
Restkadaver	0.0
Restkader	174.0
Restkaffee	1.0
Restkanton	0.0
Restkapazität	344.0
Restkapital	188.0
Restkaries	0.0
Restkarma	0.0
Restkarosse	29.0
Restkarosserie	0.0
Restkarriere	1.0
Restkarte	46909.0
Restkartoffel	0.0
Restkategorie	17.0
Restkauf	0.0
Restkaution	0.0
Restkeim	10.0
Restkeks	0.0
Restkeller	0.0
Restkenntnis	2.0
Restkern	8.0
Restkette	0.0
Restkilometer	47.0
Restkind	0.0
Restkippe	0.0
Restkirche	9.0
Restkiste	0.0
Restklaffung	0.0
Restklang	1.0
Restklasse	27.0
Restkleber	0.0
Restkleidung	3.0
Restknochen	13.0
Restknopf	0.0
Restknorpel	1.0
Restknoten	0.0
Restknäuel	0.0
Restkoffein	1.0
Restkofferraum	0.0
Restkohl	2.0
Restkohlenstoff	3.0
Restkohlensäure	0.0
Restkoks	0.0
Restkollektiv	0.0
Restkolonie	0.0
Restkoma	0.0
Restkomfort	64.0
Restkommando	16.0
Restkommentar	0.0
Restkompetenz	39.0
Restkomplex	0.0
Restkomponente	0.0
Restkondensat	0.0
Restkondition	0.0
Restkonflikt	0.0
Restkonstruktion	0.0
Restkontakt	0.0
Restkontamination	28.0
Restkontinent	1.0
Restkontingent	705.0
Restkontraktion	0.0
Restkontrast	0.0
Restkontrolle	1.0
Restkonvent	0.0
Restkonzentration	21.0
Restkonzern	158.0
Restkopf	0.0
Restkopplung	0.0
Restkorn	0.0
Restkorrektur	0.0
Restkosten	1370.0
Restkraft	31.0
Restkraftstoff	11.0
Restkram	0.0
Restkreativität	0.0
Restkredit	154.0
Restkreis	75.0
Restkrempel	0.0
Restkritik	0.0
Restkrone	1.0
Restkrümel	4.0
Restkrümmung	0.0
Restkuchen	0.0
Restkultur	20.0
Restkunde	4.0
Restkundschaft	3.0
Restkupfer	0.0
Restkupon	0.0
Restkurve	0.0
Restkurzsichtigkeit	0.0
Restkälte	1.0
Restkörper	142.0
Restlache	0.0
Restlack	0.0
Restladung	109.0
Restlager	8.0
Restlahmheit	0.0
Restland	29.0
Restlandschaft	11.0
Restlast	23.0
Restlaub	29.0
Restlauf	23.0
Restlauge	0.0
Restleben	212.0
Restlebensmittel	0.0
Restlebenszeit	152.0
Restleber	16.0
Restleckage	0.0
Restleder	2.0
Restleib	0.0
Restleiche	0.0
Restleistung	976.0
Restleistungsfähigkeit	1.0
Restleuchte	0.0
Restlicht	333.0
Restliebe	11.0
Restlieferung	25.0
Restlignin	1.0
Restlinie	0.0
Restlinke	59.0
Restliquidität	1.0
Restlist	0.0
Restliste	4.0
Restliter	0.0
Restloch	2459.0
Restloech	0.0
Restlogik	0.0
Restlohn	80.0
Restlos	2592.0
Restlot	0.0
Restluft	68.0
Restlumen	0.0
Restlunge	0.0
Restlymphom	0.0
Restlähmung	8.0
Restlänge	19.0
Restlärm	5.0
Restläufer	0.0
Restlösung	4.0
Restlücke	31.0
Restmacht	4.0
Restmagen	76.0
Restmagie	1.0
Restmagnetisierung	5.0
Restmagnetismus	11.0
Restmaische	0.0
Restmandat	32.0
Restmangel	48.0
Restmannschaft	150.0
Restmarge	1.0
Restmarkierung	0.0
Restmarkt	25.0
Restmaschine	0.0
Restmasse	93.0
Restmaterial	362.0
Restmaterialien	0.0
Restmaterie	10.0
Restmatrix	0.0
Restmatte	0.0
Restmauer	90.0
Restmaxima	0.0
Restmaß	22.0
Restmaßnahme	58.0
Restmedikament	1.0
Restmedium	0.0
Restmeer	0.0
Restmehl	0.0
Restmeile	0.0
Restmeldung	1.0
Restmenge	1275.0
Restmeniskus	0.0
Restmensch	20.0
Restmenschheit	28.0
Restmenschlichkeit	0.0
Restmerkmal	0.0
Restmetall	17.0
Restmeter	15.0
Restmiete	34.0
Restmieter	1.0
Restmilbe	0.0
Restmilch	19.0
Restmilieu	0.0
Restminderheit	0.0
Restminute	75.0
Restmisstraue	0.0
Restmitglied	17.0
Restmittel	1819.0
Restmittwoch	1.0
Restmobilität	4.0
Restmodell	1.0
Restmoderne	0.0
Restmolekül	0.0
Restmoment	0.0
Restmonat	96.0
Restmonomer	0.0
Restmonopol	52.0
Restmonster	0.0
Restmontag	0.0
Restmoor	7.0
Restmoral	15.0
Restmotivation	8.0
Restmotor	0.0
Restmuell	0.0
Restmunition	93.0
Restmusiker	0.0
Restmuskulatur	0.0
Restmuster	0.0
Restmut	0.0
Restmächtigkeit	0.0
Restmöbel	11.0
Restmöglichkeit	3.0
Restmüdigkeit	27.0
Restmüll	23955.0
Restmünze	89.0
Restnachfrage	8.0
Restnachlass	15.0
Restnachmittag	4.0
Restnacht	13.0
Restnagel	1.0
Restnahrung	0.0
Restname	0.0
Restnarbe	0.0
Restnarkose	0.0
Restnatur	120.0
Restnebel	0.0
Restneigung	4.0
Restnekrose	0.0
Restnerv	0.0
Restnetz	30.0
Restnetzwerk	0.0
Restneugier	0.0
Restniere	0.0
Restnikolaus	0.0
Restniveau	0.0
Restnorm	1.0
Restnudel	1.0
Restnutzen	3.0
Restnutzer	0.0
Restnutzung	54.0
Restnährstoff	15.0
Restnässe	32.0
Restobjekt	0.0
Restobst	14.0
Restohr	1.0
Restopposition	5.0
Restoptik	0.0
Restoptimierung	0.0
Restoptimismus	50.0
Restoption	0.0
Restorchester	22.0
Restordner	0.0
Restordnung	0.0
Restorgan	1.0
Restorganik	1.0
Restorganisation	1.0
Restorganismus	0.0
Restort	41.0
Restostern	0.0
Restoutfit	1.0
Restozon	0.0
Restpaar	112.0
Restpackung	1.0
Restpaket	86.0
Restpankreas	0.0
Restpapier	18.0
Restpappe	0.0
Restpark	13.0
Restparlament	3.0
Restpartei	55.0
Restpartie	62.0
Restpartikel	29.0
Restparzelle	32.0
Restpatron	0.0
Restpegel	0.0
